         t              x              v              p
  8.650000      -0.003939       0.115438       0.016739
  8.660000      -0.002782       0.115968       0.016815
  8.670000      -0.001621       0.116259       0.016857
  8.680000      -0.000458       0.116311       0.016865
  8.690000       0.000705       0.116126       0.016838
  8.700000       0.001864       0.115703       0.016777
  8.710000       0.003018       0.115046       0.016682
  8.720000       0.004164       0.114155       0.016552
  8.730000       0.005300       0.113033       0.016390
  8.740000       0.006424       0.111683       0.016194
  8.750000       0.007533       0.110108       0.015966
  8.760000       0.008625       0.108312       0.015705
  8.770000       0.009699       0.106300       0.015413
  8.780000       0.010751       0.104075       0.015091
  8.790000       0.011779       0.101643       0.014738
  8.800000       0.012783       0.099009       0.014356
  8.810000       0.013759       0.096178       0.013946
  8.820000       0.014706       0.093158       0.013508
  8.830000       0.015622       0.089953       0.013043
  8.840000       0.016504       0.086572       0.012553
  8.850000       0.017352       0.083020       0.012038
  8.860000       0.018164       0.079306       0.011499
  8.870000       0.018938       0.075436       0.010938
  8.880000       0.019672       0.071419       0.010356
  8.890000       0.020366       0.067263       0.009753
  8.900000       0.021017       0.062976       0.009132
  8.910000       0.021625       0.058566       0.008492
  8.920000       0.022188       0.054043       0.007836
  8.930000       0.022706       0.049415       0.007165
  8.940000       0.023176       0.044691       0.006480
  8.950000       0.023599       0.039881       0.005783
  8.960000       0.023974       0.034994       0.005074
  8.970000       0.024299       0.030039       0.004356
  8.980000       0.024574       0.025026       0.003629
  8.990000       0.024799       0.019965       0.002895
  9.000000       0.024973       0.014866       0.002156
  9.010000       0.025096       0.009737       0.001412
  9.020000       0.025168       0.004591       0.000666
  9.030000       0.025188      -0.000565      -0.000082
  9.040000       0.025157      -0.005719      -0.000829
  9.050000       0.025074      -0.010861      -0.001575
  9.060000       0.024940      -0.015980      -0.002317
  9.070000       0.024754      -0.021063      -0.003054
  9.080000       0.024518      -0.026101      -0.003785
  9.090000       0.024232      -0.031083      -0.004507
  9.100000       0.023897      -0.035997      -0.005220
  9.110000       0.023513      -0.040834      -0.005921
  9.120000       0.023081      -0.045582      -0.006609
  9.130000       0.022601      -0.050232      -0.007284
  9.140000       0.022076      -0.054773      -0.007942
  9.150000       0.021506      -0.059197      -0.008584
  9.160000       0.020893      -0.063493      -0.009206
  9.170000       0.020237      -0.067653      -0.009810
  9.180000       0.019540      -0.071668      -0.010392
  9.190000       0.018804      -0.075530      -0.010952
  9.200000       0.018030      -0.079230      -0.011488
  9.210000       0.017220      -0.082761      -0.012000
  9.220000       0.016376      -0.086116      -0.012487
  9.230000       0.015498      -0.089288      -0.012947
  9.240000       0.014590      -0.092271      -0.013379
  9.250000       0.013654      -0.095059      -0.013784
  9.260000       0.012690      -0.097646      -0.014159
  9.270000       0.011701      -0.100027      -0.014504
  9.280000       0.010690      -0.102199      -0.014819
  9.290000       0.009658      -0.104156      -0.015103
  9.300000       0.008608      -0.105895      -0.015355
  9.310000       0.007541      -0.107414      -0.015575
  9.320000       0.006460      -0.108709      -0.015763
  9.330000       0.005368      -0.109778      -0.015918
  9.340000       0.004265      -0.110620      -0.016040
  9.350000       0.003156      -0.111234      -0.016129
  9.360000       0.002041      -0.111619      -0.016185
  9.370000       0.000924      -0.111775      -0.016207
  9.380000      -0.000193      -0.111702      -0.016197
  9.390000      -0.001309      -0.111400      -0.016153
  9.400000      -0.002421      -0.110872      -0.016076
  9.410000      -0.003526      -0.110119      -0.015967
  9.420000      -0.004622      -0.109142      -0.015826
  9.430000      -0.005708      -0.107945      -0.015652
  9.440000      -0.006780      -0.106530      -0.015447
  9.450000      -0.007838      -0.104901      -0.015211
  9.460000      -0.008878      -0.103061      -0.014944
  9.470000      -0.009898      -0.101015      -0.014647
  9.480000      -0.010897      -0.098768      -0.014321
  9.490000      -0.011873      -0.096324      -0.013967
  9.500000      -0.012823      -0.093688      -0.013585
  9.510000      -0.013746      -0.090867      -0.013176
  9.520000      -0.014640      -0.087866      -0.012741
  9.530000      -0.015503      -0.084692      -0.012280
  9.540000      -0.016333      -0.081351      -0.011796
  9.550000      -0.017129      -0.077850      -0.011288
  9.560000      -0.017890      -0.074196      -0.010758
  9.570000      -0.018613      -0.070397      -0.010207
  9.580000      -0.019297      -0.066460      -0.009637
  9.590000      -0.019942      -0.062393      -0.009047
  9.600000      -0.020545      -0.058205      -0.008440
  9.610000      -0.021105      -0.053903      -0.007816
  9.620000      -0.021622      -0.049497      -0.007177
  9.630000      -0.022095      -0.044995      -0.006524
  9.640000      -0.022522      -0.040405      -0.005859
  9.650000      -0.022903      -0.035737      -0.005182
  9.660000      -0.023236      -0.031000      -0.004495
  9.670000      -0.023523      -0.026203      -0.003799
  9.680000      -0.023760      -0.021355      -0.003097
  9.690000      -0.023949      -0.016466      -0.002388
  9.700000      -0.024090      -0.011546      -0.001674
  9.710000      -0.024180      -0.006603      -0.000957
  9.720000      -0.024222      -0.001647      -0.000239
  9.730000      -0.024213       0.003312       0.000480
  9.740000      -0.024155       0.008264       0.001198
  9.750000      -0.024048       0.013197       0.001914
  9.760000      -0.023892       0.018103       0.002625
  9.770000      -0.023686       0.022969       0.003330
  9.780000      -0.023432       0.027785       0.004029
  9.790000      -0.023131       0.032542       0.004719
  9.800000      -0.022782       0.037228       0.005398
  9.810000      -0.022386       0.041834       0.006066
  9.820000      -0.021945       0.046350       0.006721
  9.830000      -0.021460       0.050766       0.007361
  9.840000      -0.020930       0.055072       0.007985
  9.850000      -0.020359       0.059261       0.008593
  9.860000      -0.019746       0.063322       0.009182
  9.870000      -0.019093       0.067248       0.009751
  9.880000      -0.018401       0.071030       0.010299
  9.890000      -0.017673       0.074661       0.010826
  9.900000      -0.016908       0.078132       0.011329
  9.910000      -0.016110       0.081437       0.011808
  9.920000      -0.015280       0.084569       0.012263
  9.930000      -0.014420       0.087522       0.012691
  9.940000      -0.013530       0.090290       0.013092
  9.950000      -0.012614       0.092867       0.013466
  9.960000      -0.011674       0.095249       0.013811
  9.970000      -0.010710       0.097431       0.014127
  9.980000      -0.009726       0.099408       0.014414
  9.990000      -0.008723       0.101178       0.014671
 10.000000      -0.007703       0.102736       0.014897
 10.010000      -0.006669       0.104081       0.015092
 10.020000      -0.005622       0.105210       0.015255
 10.030000      -0.004565       0.106120       0.015387
 10.040000      -0.003500       0.106812       0.015488
 10.050000      -0.002430       0.107283       0.015556
 10.060000      -0.001355       0.107534       0.015592
 10.070000      -0.000280       0.107564       0.015597
 10.080000       0.000795       0.107374       0.015569
 10.090000       0.001867       0.106966       0.015510
 10.100000       0.002934       0.106339       0.015419
 10.110000       0.003993       0.105497       0.015297
 10.120000       0.005043       0.104441       0.015144
 10.130000       0.006081       0.103175       0.014960
 10.140000       0.007106       0.101700       0.014747
 10.150000       0.008115       0.100021       0.014503
 10.160000       0.009105       0.098142       0.014231
 10.170000       0.010077       0.096066       0.013930
 10.180000       0.011026       0.093799       0.013601
 10.190000       0.011952       0.091345       0.013245
 10.200000       0.012852       0.088709       0.012863
 10.210000       0.013726       0.085897       0.012455
 10.220000       0.014570       0.082916       0.012023
 10.230000       0.015383       0.079771       0.011567
 10.240000       0.016165       0.076469       0.011088
 10.250000       0.016912       0.073016       0.010587
 10.260000       0.017625       0.069420       0.010066
 10.270000       0.018300       0.065687       0.009525
 10.280000       0.018938       0.061827       0.008965
 10.290000       0.019536       0.057845       0.008388
 10.300000       0.020094       0.053751       0.007794
 10.310000       0.020611       0.049551       0.007185
 10.320000       0.021085       0.045256       0.006562
 10.330000       0.021516       0.040872       0.005926
 10.340000       0.021902       0.036409       0.005279
 10.350000       0.022244       0.031876       0.004622
 10.360000       0.022540       0.027280       0.003956
 10.370000       0.022789       0.022632       0.003282
 10.380000       0.022992       0.017940       0.002601
 10.390000       0.023148       0.013213       0.001916
 10.400000       0.023256       0.008460       0.001227
 10.410000       0.023317       0.003692       0.000535
 10.420000       0.023330      -0.001084      -0.000157
 10.430000       0.023295      -0.005858      -0.000849
 10.440000       0.023213      -0.010619      -0.001540
 10.450000       0.023083      -0.015356      -0.002227
 10.460000       0.022906      -0.020061      -0.002909
 10.470000       0.022682      -0.024723      -0.003585
 10.480000       0.022412      -0.029331      -0.004253
 10.490000       0.022096      -0.033876      -0.004912
 10.500000       0.021734      -0.038348      -0.005560
 10.510000       0.021329      -0.042737      -0.006197
 10.520000       0.020880      -0.047035      -0.006820
 10.530000       0.020389      -0.051231      -0.007429
 10.540000       0.019856      -0.055318      -0.008021
 10.550000       0.019283      -0.059286      -0.008596
 10.560000       0.018670      -0.063127      -0.009153
 10.570000       0.018020      -0.066834      -0.009691
 10.580000       0.017334      -0.070398      -0.010208
 10.590000       0.016613      -0.073812      -0.010703
 10.600000       0.015858      -0.077069      -0.011175
 10.610000       0.015072      -0.080162      -0.011624
 10.620000       0.014256      -0.083086      -0.012047
 10.630000       0.013411      -0.085834      -0.012446
 10.640000       0.012540      -0.088401      -0.012818
 10.650000       0.011644      -0.090782      -0.013163
 10.660000       0.010725      -0.092972      -0.013481
 10.670000       0.009785      -0.094967      -0.013770
 10.680000       0.008826      -0.096764      -0.014031
 10.690000       0.007850      -0.098358      -0.014262
 10.700000       0.006860      -0.099748      -0.014463
 10.710000       0.005856      -0.100930      -0.014635
 10.720000       0.004842      -0.101904      -0.014776
 10.730000       0.003819      -0.102666      -0.014887
 10.740000       0.002789      -0.103217      -0.014966
 10.750000       0.001755      -0.103556      -0.015016
 10.760000       0.000719      -0.103682      -0.015034
 10.770000      -0.000318      -0.103595      -0.015021
 10.780000      -0.001353      -0.103298      -0.014978
 10.790000      -0.002383      -0.102789      -0.014904
 10.800000      -0.003408      -0.102072      -0.014800
 10.810000      -0.004424      -0.101148      -0.014666
 10.820000      -0.005430      -0.100019      -0.014503
 10.830000      -0.006424      -0.098688      -0.014310
 10.840000      -0.007403      -0.097159      -0.014088
 10.850000      -0.008366      -0.095435      -0.013838
 10.860000      -0.009311      -0.093519      -0.013560
 10.870000      -0.010236      -0.091416      -0.013255
 10.880000      -0.011139      -0.089131      -0.012924
 10.890000      -0.012018      -0.086669      -0.012567
 10.900000      -0.012872      -0.084034      -0.012185
 10.910000      -0.013698      -0.081233      -0.011779
 10.920000      -0.014496      -0.078271      -0.011349
 10.930000      -0.015263      -0.075154      -0.010897
 10.940000      -0.015998      -0.071890      -0.010424
 10.950000      -0.016700      -0.068484      -0.009930
 10.960000      -0.017368      -0.064943      -0.009417
 10.970000      -0.017999      -0.061275      -0.008885
 10.980000      -0.018593      -0.057487      -0.008336
 10.990000      -0.019148      -0.053586      -0.007770
 11.000000      -0.019664      -0.049581      -0.007189
 11.010000      -0.020139      -0.045479      -0.006594
 11.020000      -0.020573      -0.041288      -0.005987
 11.030000      -0.020965      -0.037017      -0.005367
 11.040000      -0.021313      -0.032674      -0.004738
 11.050000      -0.021618      -0.028268      -0.004099
 11.060000      -0.021879      -0.023806      -0.003452
 11.070000      -0.022094      -0.019299      -0.002798
 11.080000      -0.022264      -0.014754      -0.002139
 11.090000      -0.022389      -0.010180      -0.001476
 11.100000      -0.022468      -0.005587      -0.000810
 11.110000      -0.022501      -0.000983      -0.000142
 11.120000      -0.022488       0.003623       0.000525
 11.130000      -0.022428       0.008222       0.001192
 11.140000      -0.022323       0.012802       0.001856
 11.150000      -0.022172       0.017355       0.002516
 11.160000      -0.021976       0.021871       0.003171
 11.170000      -0.021735       0.026339       0.003819
 11.180000      -0.021450       0.030751       0.004459
 11.190000      -0.021120       0.035096       0.005089
 11.200000      -0.020748       0.039366       0.005708
 11.210000      -0.020333       0.043552       0.006315
 11.220000      -0.019877       0.047644       0.006908
 11.230000      -0.019381       0.051634       0.007487
 11.240000      -0.018845       0.055514       0.008050
 11.250000      -0.018271       0.059275       0.008595
 11.260000      -0.017660       0.062909       0.009122
 11.270000      -0.017013       0.066410       0.009629
 11.280000      -0.016332       0.069769       0.010116
 11.290000      -0.015618       0.072979       0.010582
 11.300000      -0.014873       0.076035       0.011025
 11.310000      -0.014098       0.078930       0.011445
 11.320000      -0.013295       0.081659       0.011840
 11.330000      -0.012465       0.084214       0.012211
 11.340000      -0.011611       0.086593       0.012556
 11.350000      -0.010734       0.088790       0.012875
 11.360000      -0.009836       0.090800       0.013166
 11.370000      -0.008919       0.092621       0.013430
 11.380000      -0.007984       0.094248       0.013666
 11.390000      -0.007035       0.095679       0.013873
 11.400000      -0.006071       0.096910       0.014052
 11.410000      -0.005097       0.097941       0.014201
 11.420000      -0.004113       0.098770       0.014322
 11.430000      -0.003122       0.099394       0.014412
 11.440000      -0.002126       0.099814       0.014473
 11.450000      -0.001127       0.100029       0.014504
 11.460000      -0.000126       0.100038       0.014506
 11.470000       0.000873       0.099843       0.014477
 11.480000       0.001870       0.099445       0.014419
 11.490000       0.002862       0.098844       0.014332
 11.500000       0.003846       0.098042       0.014216
 11.510000       0.004822       0.097042       0.014071
 11.520000       0.005786       0.095846       0.013898
 11.530000       0.006738       0.094456       0.013696
 11.540000       0.007675       0.092876       0.013467
 11.550000       0.008595       0.091110       0.013211
 11.560000       0.009496       0.089162       0.012928
 11.570000       0.010378       0.087035       0.012620
 11.580000       0.011237       0.084735       0.012287
 11.590000       0.012072       0.082265       0.011928
 11.600000       0.012881       0.079633       0.011547
 11.610000       0.013664       0.076843       0.011142
 11.620000       0.014418       0.073900       0.010716
 11.630000       0.015141       0.070812       0.010268
 11.640000       0.015833       0.067584       0.009800
 11.650000       0.016493       0.064223       0.009312
 11.660000       0.017117       0.060735       0.008807
 11.670000       0.017707       0.057129       0.008284
 11.680000       0.018260       0.053410       0.007744
 11.690000       0.018775       0.049587       0.007190
 11.700000       0.019251       0.045667       0.006622
 11.710000       0.019688       0.041658       0.006040
 11.720000       0.020084       0.037567       0.005447
 11.730000       0.020439       0.033403       0.004843
 11.740000       0.020752       0.029174       0.004230
 11.750000       0.021022       0.024889       0.003609
 11.760000       0.021249       0.020555       0.002980
 11.770000       0.021433       0.016181       0.002346
 11.780000       0.021573       0.011775       0.001707
 11.790000       0.021669       0.007347       0.001065
 11.800000       0.021720       0.002904       0.000421
 11.810000       0.021727      -0.001544      -0.000224
 11.820000       0.021689      -0.005989      -0.000868
 11.830000       0.021607      -0.010421      -0.001511
 11.840000       0.021481      -0.014830      -0.002150
 11.850000       0.021310      -0.019208      -0.002785
 11.860000       0.021097      -0.023544      -0.003414
 11.870000       0.020840      -0.027830      -0.004035
 11.880000       0.020540      -0.032056      -0.004648
 11.890000       0.020199      -0.036213      -0.005251
 11.900000       0.019816      -0.040292      -0.005842
 11.910000       0.019393      -0.044286      -0.006421
 11.920000       0.018931      -0.048184      -0.006987
 11.930000       0.018430      -0.051979      -0.007537
 11.940000       0.017892      -0.055664      -0.008071
 11.950000       0.017317      -0.059229      -0.008588
 11.960000       0.016707      -0.062669      -0.009087
 11.970000       0.016064      -0.065975      -0.009566
 11.980000       0.015388      -0.069141      -0.010025
 11.990000       0.014682      -0.072161      -0.010463
 12.000000       0.013946      -0.075027      -0.010879
 12.010000       0.013182      -0.077735      -0.011272
 12.020000       0.012392      -0.080280      -0.011641
 12.030000       0.011577      -0.082655      -0.011985
 12.040000       0.010739      -0.084857      -0.012304
 12.050000       0.009880      -0.086880      -0.012598
 12.060000       0.009002      -0.088722      -0.012865
 12.070000       0.008106      -0.090379      -0.013105
 12.080000       0.007195      -0.091847      -0.013318
 12.090000       0.006270      -0.093124      -0.013503
 12.100000       0.005333      -0.094208      -0.013660
 12.110000       0.004387      -0.095097      -0.013789
 12.120000       0.003432      -0.095789      -0.013889
 12.130000       0.002471      -0.096285      -0.013961
 12.140000       0.001507      -0.096582      -0.014004
 12.150000       0.000540      -0.096681      -0.014019
 12.160000      -0.000426      -0.096582      -0.014004
 12.170000      -0.001391      -0.096285      -0.013961
 12.180000      -0.002351      -0.095793      -0.013890
 12.190000      -0.003306      -0.095106      -0.013790
 12.200000      -0.004253      -0.094226      -0.013663
 12.210000      -0.005190      -0.093155      -0.013507
 12.220000      -0.006115      -0.091896      -0.013325
 12.230000      -0.007027      -0.090452      -0.013116
 12.240000      -0.007923      -0.088826      -0.012880
 12.250000      -0.008803      -0.087022      -0.012618
 12.260000      -0.009663      -0.085044      -0.012331
 12.270000      -0.010503      -0.082895      -0.012020
 12.280000      -0.011321      -0.080582      -0.011684
 12.290000      -0.012114      -0.078108      -0.011326
 12.300000      -0.012882      -0.075479      -0.010944
 12.310000      -0.013623      -0.072700      -0.010541
 12.320000      -0.014336      -0.069777      -0.010118
 12.330000      -0.015018      -0.066716      -0.009674
 12.340000      -0.015670      -0.063524      -0.009211
 12.350000      -0.016288      -0.060207      -0.008730
 12.360000      -0.016873      -0.056771      -0.008232
 12.370000      -0.017424      -0.053224      -0.007717
 12.380000      -0.017938      -0.049572      -0.007188
 12.390000      -0.018415      -0.045823      -0.006644
 12.400000      -0.018854      -0.041985      -0.006088
 12.410000      -0.019254      -0.038064      -0.005519
 12.420000      -0.019615      -0.034069      -0.004940
 12.430000      -0.019935      -0.030008      -0.004351
 12.440000      -0.020215      -0.025888      -0.003754
 12.450000      -0.020453      -0.021717      -0.003149
 12.460000      -0.020649      -0.017505      -0.002538
 12.470000      -0.020803      -0.013258      -0.001922
 12.480000      -0.020914      -0.008985      -0.001303
 12.490000      -0.020982      -0.004695      -0.000681
 12.500000      -0.021008      -0.000396      -0.000057
 12.510000      -0.020990       0.003904       0.000566
 12.520000      -0.020930       0.008195       0.001188
 12.530000      -0.020827       0.012469       0.001808
 12.540000      -0.020681       0.016716       0.002424
 12.550000      -0.020492       0.020927       0.003034
 12.560000      -0.020262       0.025094       0.003639
 12.570000      -0.019991       0.029206       0.004235
 12.580000      -0.019678       0.033256       0.004822
 12.590000      -0.019326       0.037234       0.005399
 12.600000      -0.018934       0.041133       0.005964
 12.610000      -0.018503       0.044944       0.006517
 12.620000      -0.018035       0.048659       0.007056
 12.630000      -0.017531       0.052270       0.007579
 12.640000      -0.016990       0.055770       0.008087
 12.650000      -0.016416       0.059151       0.008577
 12.660000      -0.015808       0.062406       0.009049
 12.670000      -0.015168       0.065529       0.009502
 12.680000      -0.014498       0.068513       0.009934
 12.690000      -0.013798       0.071352       0.010346
 12.700000      -0.013071       0.074041       0.010736
 12.710000      -0.012318       0.076573       0.011103
 12.720000      -0.011540       0.078944       0.011447
 12.730000      -0.010739       0.081149       0.011767
 12.740000      -0.009918       0.083184       0.012062
 12.750000      -0.009076       0.085044       0.012331
 12.760000      -0.008217       0.086728       0.012575
 12.770000      -0.007342       0.088230       0.012793
 12.780000      -0.006453       0.089549       0.012985
 12.790000      -0.005552       0.090682       0.013149
 12.800000      -0.004640       0.091627       0.013286
 12.810000      -0.003720       0.092382       0.013395
 12.820000      -0.002793       0.092947       0.013477
 12.830000      -0.001862       0.093321       0.013532
 12.840000      -0.000928       0.093503       0.013558
 12.850000       0.000008       0.093494       0.013557
 12.860000       0.000942       0.093293       0.013528
 12.870000       0.001873       0.092902       0.013471
 12.880000       0.002799       0.092322       0.013387
 12.890000       0.003719       0.091555       0.013275
 12.900000       0.004630       0.090602       0.013137
 12.910000       0.005530       0.089465       0.012972
 12.920000       0.006418       0.088149       0.012782
 12.930000       0.007292       0.086654       0.012565
 12.940000       0.008151       0.084986       0.012323
 12.950000       0.008992       0.083147       0.012056
 12.960000       0.009813       0.081142       0.011766
 12.970000       0.010614       0.078974       0.011451
 12.980000       0.011392       0.076650       0.011114
 12.990000       0.012146       0.074172       0.010755
 13.000000       0.012875       0.071548       0.010374
 13.010000       0.013577       0.068781       0.009973
 13.020000       0.014250       0.065878       0.009552
 13.030000       0.014894       0.062845       0.009113
 13.040000       0.015507       0.059688       0.008655
 13.050000       0.016087       0.056414       0.008180
 13.060000       0.016635       0.053028       0.007689
 13.070000       0.017148       0.049538       0.007183
 13.080000       0.017625       0.045951       0.006663
 13.090000       0.018066       0.042274       0.006130
 13.100000       0.018470       0.038513       0.005584
 13.110000       0.018836       0.034678       0.005028
 13.120000       0.019164       0.030775       0.004462
 13.130000       0.019452       0.026811       0.003888
 13.140000       0.019700       0.022796       0.003305
 13.150000       0.019907       0.018735       0.002717
 13.160000       0.020074       0.014639       0.002123
 13.170000       0.020200       0.010513       0.001524
 13.180000       0.020284       0.006368       0.000923
 13.190000       0.020327       0.002209       0.000320
 13.200000       0.020329      -0.001953      -0.000283
 13.210000       0.020288      -0.006111      -0.000886
 13.220000       0.020206      -0.010256      -0.001487
 13.230000       0.020083      -0.014380      -0.002085
 13.240000       0.019919      -0.018472      -0.002678
 13.250000       0.019714      -0.022525      -0.003266
 13.260000       0.019469      -0.026529      -0.003847
 13.270000       0.019184      -0.030477      -0.004419
 13.280000       0.018859      -0.034359      -0.004982
 13.290000       0.018497      -0.038168      -0.005534
 13.300000       0.018096      -0.041896      -0.006075
 13.310000       0.017659      -0.045534      -0.006602
 13.320000       0.017186      -0.049075      -0.007116
 13.330000       0.016678      -0.052511      -0.007614
 13.340000       0.016136      -0.055836      -0.008096
 13.350000       0.015561      -0.059042      -0.008561
 13.360000       0.014956      -0.062123      -0.009008
 13.370000       0.014319      -0.065072      -0.009436
 13.380000       0.013655      -0.067884      -0.009843
 13.390000       0.012962      -0.070552      -0.010230
 13.400000       0.012244      -0.073072      -0.010595
 13.410000       0.011501      -0.075438      -0.010938
 13.420000       0.010736      -0.077645      -0.011259
 13.430000       0.009949      -0.079689      -0.011555
 13.440000       0.009143      -0.081567      -0.011827
 13.450000       0.008318      -0.083274      -0.012075
 13.460000       0.007478      -0.084808      -0.012297
 13.470000       0.006623      -0.086165      -0.012494
 13.480000       0.005755      -0.087343      -0.012665
 13.490000       0.004876      -0.088340      -0.012809
 13.500000       0.003989      -0.089154      -0.012927
 13.510000       0.003094      -0.089784      -0.013019
 13.520000       0.002194      -0.090229      -0.013083
 13.530000       0.001290      -0.090489      -0.013121
 13.540000       0.000385      -0.090564      -0.013132
 13.550000      -0.000521      -0.090453      -0.013116
 13.560000      -0.001424      -0.090157      -0.013073
 13.570000      -0.002323      -0.089677      -0.013003
 13.580000      -0.003217      -0.089016      -0.012907
 13.590000      -0.004103      -0.088173      -0.012785
 13.600000      -0.004980      -0.087152      -0.012637
 13.610000      -0.005845      -0.085955      -0.012463
 13.620000      -0.006698      -0.084585      -0.012265
 13.630000      -0.007537      -0.083044      -0.012041
 13.640000      -0.008359      -0.081336      -0.011794
 13.650000      -0.009163      -0.079466      -0.011523
 13.660000      -0.009947      -0.077436      -0.011228
 13.670000      -0.010711      -0.075252      -0.010912
 13.680000      -0.011452      -0.072918      -0.010573
 13.690000      -0.012169      -0.070439      -0.010214
 13.700000      -0.012860      -0.067820      -0.009834
 13.710000      -0.013525      -0.065066      -0.009435
 13.720000      -0.014161      -0.062183      -0.009017
 13.730000      -0.014768      -0.059178      -0.008581
 13.740000      -0.015344      -0.056056      -0.008128
 13.750000      -0.015889      -0.052823      -0.007659
 13.760000      -0.016400      -0.049486      -0.007175
 13.770000      -0.016878      -0.046052      -0.006677
 13.780000      -0.017321      -0.042527      -0.006166
 13.790000      -0.017728      -0.038919      -0.005643
 13.800000      -0.018099      -0.035234      -0.005109
 13.810000      -0.018433      -0.031481      -0.004565
 13.820000      -0.018729      -0.027666      -0.004012
 13.830000      -0.018986      -0.023797      -0.003451
 13.840000      -0.019204      -0.019881      -0.002883
 13.850000      -0.019383      -0.015926      -0.002309
 13.860000      -0.019523      -0.011941      -0.001731
 13.870000      -0.019622      -0.007932      -0.001150
 13.880000      -0.019681      -0.003907      -0.000567
 13.890000      -0.019700       0.000125       0.000018
 13.900000      -0.019679       0.004157       0.000603
 13.910000      -0.019617       0.008179       0.001186
 13.920000      -0.019515       0.012185       0.001767
 13.930000      -0.019374       0.016164       0.002344
 13.940000      -0.019192       0.020108       0.002916
 13.950000      -0.018972       0.024010       0.003481
 13.960000      -0.018712       0.027860       0.004040
 13.970000      -0.018415       0.031651       0.004589
 13.980000      -0.018079       0.035374       0.005129
 13.990000      -0.017707       0.039021       0.005658
 14.000000      -0.017299       0.042586       0.006175
 14.010000      -0.016856       0.046059       0.006679
 14.020000      -0.016378       0.049435       0.007168
 14.030000      -0.015868       0.052705       0.007642
 14.040000      -0.015325       0.055864       0.008100
 14.050000      -0.014751       0.058904       0.008541
 14.060000      -0.014147       0.061819       0.008964
 14.070000      -0.013515       0.064604       0.009368
 14.080000      -0.012855       0.067253       0.009752
 14.090000      -0.012170       0.069759       0.010115
 14.100000      -0.011461       0.072119       0.010457
 14.110000      -0.010728       0.074327       0.010777
 14.120000      -0.009975       0.076379       0.011075
 14.130000      -0.009201       0.078272       0.011349
 14.140000      -0.008410       0.080001       0.011600
 14.150000      -0.007602       0.081563       0.011827
 14.160000      -0.006779       0.082955       0.012028
 14.170000      -0.005943       0.084174       0.012205
 14.180000      -0.005096       0.085220       0.012357
 14.190000      -0.004239       0.086088       0.012483
 14.200000      -0.003375       0.086780       0.012583
 14.210000      -0.002504       0.087292       0.012657
 14.220000      -0.001630       0.087624       0.012706
 14.230000      -0.000753       0.087777       0.012728
 14.240000       0.000125       0.087750       0.012724
 14.250000       0.001002       0.087543       0.012694
 14.260000       0.001875       0.087158       0.012638
 14.270000       0.002744       0.086596       0.012556
 14.280000       0.003607       0.085858       0.012449
 14.290000       0.004461       0.084945       0.012317
 14.300000       0.005305       0.083861       0.012160
 14.310000       0.006138       0.082607       0.011978
 14.320000       0.006957       0.081187       0.011772
 14.330000       0.007761       0.079604       0.011543
 14.340000       0.008548       0.077860       0.011290
 14.350000       0.009317       0.075961       0.011014
 14.360000       0.010067       0.073910       0.010717
 14.370000       0.010795       0.071711       0.010398
 14.380000       0.011501       0.069369       0.010059
 14.390000       0.012182       0.066890       0.009699
 14.400000       0.012838       0.064277       0.009320
 14.410000       0.013467       0.061537       0.008923
 14.420000       0.014068       0.058675       0.008508
 14.430000       0.014640       0.055697       0.008076
 14.440000       0.015182       0.052609       0.007628
 14.450000       0.015692       0.049417       0.007165
 14.460000       0.016170       0.046128       0.006689
 14.470000       0.016614       0.042748       0.006198
 14.480000       0.017025       0.039284       0.005696
 14.490000       0.017400       0.035742       0.005183
 14.500000       0.017739       0.032131       0.004659
 14.510000       0.018042       0.028457       0.004126
 14.520000       0.018308       0.024727       0.003585
 14.530000       0.018537       0.020948       0.003038
 14.540000       0.018727       0.017129       0.002484
 14.550000       0.018879       0.013276       0.001925
 14.560000       0.018992       0.009397       0.001363
 14.570000       0.019067       0.005500       0.000797
 14.580000       0.019102       0.001592       0.000231
 14.590000       0.019099      -0.002320      -0.000336
 14.600000       0.019056      -0.006226      -0.000903
 14.610000       0.018974      -0.010119      -0.001467
 14.620000       0.018854      -0.013990      -0.002029
 14.630000       0.018695      -0.017831      -0.002586
 14.640000       0.018497      -0.021634      -0.003137
 14.650000       0.018262      -0.025391      -0.003682
 14.660000       0.017990      -0.029094      -0.004219
 14.670000       0.017680      -0.032735      -0.004747
 14.680000       0.017335      -0.036306      -0.005264
 14.690000       0.016955      -0.039799      -0.005771
 14.700000       0.016539      -0.043208      -0.006265
 14.710000       0.016091      -0.046525      -0.006746
 14.720000       0.015609      -0.049743      -0.007213
 14.730000       0.015096      -0.052855      -0.007664
 14.740000       0.014553      -0.055856      -0.008099
 14.750000       0.013979      -0.058738      -0.008517
 14.760000       0.013378      -0.061496      -0.008917
 14.770000       0.012750      -0.064125      -0.009298
 14.780000       0.012096      -0.066618      -0.009660
 14.790000       0.011418      -0.068971      -0.010001
 14.800000       0.010717      -0.071179      -0.010321
 14.810000       0.009995      -0.073237      -0.010619
 14.820000       0.009253      -0.075143      -0.010896
 14.830000       0.008493      -0.076891      -0.011149
 14.840000       0.007716      -0.078479      -0.011379
 14.850000       0.006924      -0.079904      -0.011586
 14.860000       0.006118      -0.081162      -0.011768
 14.870000       0.005301      -0.082252      -0.011927
