0.000000	-0.052195650
0.033356	-0.051293430
0.066667	-0.051293430
0.100022	-0.049943260
0.133333	-0.045889580
0.166667	-0.040250720
0.200022	-0.034154450
0.233344	-0.024662280
0.266667	-0.018114900
0.300000	-0.008187360
0.333322	0.000825365
0.366656	0.007144036
0.400011	0.016391760
0.433322	0.025194680
0.466656	0.031294100
0.499989	0.037612770
0.533322	0.042568660
0.566656	0.046844750
0.599978	0.050011960
0.633322	0.050691770
0.666656	0.049786400
0.699978	0.047311600
0.733311	0.044150690
0.766711	0.039639610
0.799989	0.035115920
0.833311	0.028778350
0.866644	0.021795620
0.899978	0.015257690
0.933311	0.006686628
0.966644	-0.001893886
0.999978	-0.010007540
1.033311	-0.017009180
1.066644	-0.026043950
1.100033	-0.032146510
1.133311	-0.038671840
1.166633	-0.042963670
1.199967	-0.045892730
1.233300	-0.045908480
1.266633	-0.044787000
1.299967	-0.041848500
1.333300	-0.037566120
1.366633	-0.032137060
1.399967	-0.025141730
1.433289	-0.019054910
1.466622	-0.010709400
1.500033	-0.003281856
1.533289	0.001448486
1.566622	0.009123632
1.599956	0.015013240
1.633289	0.022453380
1.666633	0.028762610
1.699956	0.033727950
1.733289	0.038467740
1.766622	0.040942540
1.799978	0.043213830
1.833289	0.041418850
1.866622	0.041205890
1.899978	0.038712190
1.933278	0.036907760
1.966611	0.033518150
1.999944	0.029235760
2.033278	0.024276720
2.066611	0.017954900
2.099967	0.011893270
2.133278	0.005349050
2.166611	-0.001878138
2.199944	-0.009324581
2.233278	-0.014737880
2.266611	-0.021260060
2.299944	-0.026454110
2.333278	-0.031654460
2.366600	-0.035044070
2.399933	-0.038875350
2.433267	-0.039771270
2.466600	-0.037747580
2.499933	-0.035260180
2.533267	-0.033001490
2.566600	-0.028503000
2.599956	-0.023991910
2.633289	-0.018819910
2.666600	-0.013622710
2.699933	-0.005953864
2.733278	-0.001442777
2.766611	0.004418486
2.799933	0.010730860
2.833256	0.016150460
2.866600	0.020865060
2.899933	0.026055960
2.933256	0.031256300
2.966589	0.034645920
2.999922	0.035093880
3.033278	0.037327370
3.066589	0.036428310
3.099944	0.034633320
3.133267	0.034185360
3.166578	0.033279990
3.199911	0.028543350
3.233278	0.025166340
3.266589	0.020417100
3.299911	0.015448600
3.333244	0.010035300
3.366589	0.004405888
3.399933	-0.002354443
3.433244	-0.007081635
3.466578	-0.012046980
3.499911	-0.018823060
3.533244	-0.024687470
3.566578	-0.029192260
3.599911	-0.030999840
3.633244	-0.034812220
3.666578	-0.035266480
3.699933	-0.034135560
3.733244	-0.033242790
3.766567	-0.030520390
3.799900	-0.028493550
3.833233	-0.023747460
3.866567	-0.019906740
3.899900	-0.016961930
3.933233	-0.011777330
3.966567	-0.007031243
3.999900	-0.001627387
4.033256	0.003334808
4.066567	0.009199221
4.099889	0.013481600
4.133222	0.018208800
4.166556	0.021823960
4.199911	0.026544860
4.233244	0.027682080
4.266556	0.030836690
4.299889	0.032202610
4.333244	0.032879280
4.366556	0.031738910
4.399889	0.031281500
4.433222	0.028781500
4.466567	0.025852450
4.499900	0.022929690
4.533222	0.019095270
4.566556	0.015257690
4.599889	0.009390130
4.633222	0.005098299
4.666556	-0.000540560
4.699878	-0.004841840
4.733211	-0.010251990
4.766544	-0.014985490
4.799878	-0.019271020
4.833211	-0.022654330
4.866544	-0.025818390
4.899867	-0.029881520
4.933211	-0.031908360
4.966544	-0.031902060
4.999878	-0.030088180
5.033233	-0.030088180
5.066544	-0.028064490
5.099867	-0.024894130
5.133211	-0.022864140
5.166533	-0.020144890
5.199867	-0.016529720
5.233200	-0.011122720
5.266533	-0.006602181
5.299867	-0.002545352
5.333200	0.002645547
5.366533	0.007382188
5.399856	0.011445320
5.433211	0.015969000
5.466544	0.020473790
5.499856	0.024533770
5.533189	0.027027460
5.566522	0.028593740
5.599856	0.030188370
5.633211	0.031087440
5.666522	0.030410780
5.699856	0.030185220
5.733200	0.028606340
5.766511	0.025887090
5.799844	0.024082660
5.833211	0.020486390
5.866522	0.017541580
5.899844	0.014174010
5.933178	0.009875884
5.966522	0.005132944
5.999844	-0.000744067
6.033200	-0.004810344
6.066511	-0.009095877
6.099867	-0.012930300
6.133178	-0.016504520
6.166511	-0.020122840
6.199844	-0.022394130
6.233167	-0.025570790
6.266511	-0.025551890
6.299833	-0.026905220
6.333167	-0.026209660
6.366500	-0.024640230
6.399833	-0.023969860
6.433167	-0.021943030
6.466556	-0.020148040
6.499833	-0.017438240
6.533167	-0.014928790
6.566500	-0.012914550
6.599833	-0.009756792
6.633167	-0.004791447
6.666500	-0.001185727
6.699833	0.003325360
6.733167	0.007842745
6.766511	0.011890130
6.799822	0.015978450
6.833167	0.019361760
6.866489	0.022516380
6.899822	0.025677290
6.933156	0.026801910
6.966489	0.028155230
6.999822	0.028618940
7.033167	0.027262470
7.066489	0.025912290
7.099811	0.023879150
7.133156	0.022748230
7.166489	0.020486390
7.199811	0.017779730
7.233156	0.015076230
7.266478	0.011927920
7.299811	0.007852194
7.333144	0.002654996
7.366478	-0.001868689
7.399811	-0.004794597
7.433144	-0.008394017
7.466478	-0.012689000
7.499811	-0.014718990
7.533144	-0.018102300
7.566478	-0.020125990
7.599811	-0.021930430
7.633144	-0.022607090
7.666533	-0.022832640
7.699822	-0.024630780
