         t              x              v
  8.190000      -0.078901       0.042802
  8.200000      -0.078375       0.062462
  8.210000      -0.077653       0.081961
  8.220000      -0.076737       0.101251
  8.230000      -0.075629       0.120283
  8.240000      -0.074332       0.139006
  8.250000      -0.072850       0.157375
  8.260000      -0.071186       0.175341
  8.270000      -0.069344       0.192860
  8.280000      -0.067330       0.209887
  8.290000      -0.065148       0.226379
  8.300000      -0.062805       0.242294
  8.310000      -0.060305       0.257592
  8.320000      -0.057655       0.272235
  8.330000      -0.054862       0.286185
  8.340000      -0.051934       0.299409
  8.350000      -0.048877       0.311873
  8.360000      -0.045699       0.323546
  8.370000      -0.042408       0.334399
  8.380000      -0.039014       0.344406
  8.390000      -0.035523       0.353542
  8.400000      -0.031946       0.361785
  8.410000      -0.028290       0.369116
  8.420000      -0.024567       0.375516
  8.430000      -0.020783       0.380972
  8.440000      -0.016950       0.385469
  8.450000      -0.013077       0.388998
  8.460000      -0.009174       0.391551
  8.470000      -0.005249       0.393123
  8.480000      -0.001314       0.393712
  8.490000       0.002622       0.393316
  8.500000       0.006549       0.391938
  8.510000       0.010457       0.389583
  8.520000       0.014337       0.386257
  8.530000       0.018179       0.381970
  8.540000       0.021973       0.376734
  8.550000       0.025711       0.370563
  8.560000       0.029381       0.363473
  8.570000       0.032977       0.355482
  8.580000       0.036488       0.346612
  8.590000       0.039906       0.336886
  8.600000       0.043223       0.326327
  8.610000       0.046430       0.314964
  8.620000       0.049520       0.302824
  8.630000       0.052484       0.289939
  8.640000       0.055316       0.276341
  8.650000       0.058009       0.262064
  8.660000       0.060555       0.247143
  8.670000       0.062950       0.231615
  8.680000       0.065186       0.215520
  8.690000       0.067258       0.198897
  8.700000       0.069162       0.181786
  8.710000       0.070893       0.164231
  8.720000       0.072445       0.146274
  8.730000       0.073817       0.127959
  8.740000       0.075004       0.109331
  8.750000       0.076003       0.090436
  8.760000       0.076811       0.071321
  8.770000       0.077428       0.052031
  8.780000       0.077852       0.032614
  8.790000       0.078080       0.013118
  8.800000       0.078114      -0.006411
  8.810000       0.077952      -0.025922
  8.820000       0.077596      -0.045368
  8.830000       0.077045      -0.064698
  8.840000       0.076302      -0.083862
  8.850000       0.075369      -0.102811
  8.860000       0.074247      -0.121498
  8.870000       0.072940      -0.139875
  8.880000       0.071451      -0.157894
  8.890000       0.069783      -0.175510
  8.900000       0.067942      -0.192679
  8.910000       0.065931      -0.209356
  8.920000       0.063757      -0.225499
  8.930000       0.061423      -0.241068
  8.940000       0.058937      -0.256023
  8.950000       0.056305      -0.270328
  8.960000       0.053533      -0.283945
  8.970000       0.050628      -0.296841
  8.980000       0.047599      -0.308985
  8.990000       0.044451      -0.320345
  9.000000       0.041195      -0.330893
  9.010000       0.037836      -0.340605
  9.020000       0.034385      -0.349456
  9.030000       0.030850      -0.357425
  9.040000       0.027240      -0.364492
  9.050000       0.023563      -0.370641
  9.060000       0.019830      -0.375857
  9.070000       0.016049      -0.380128
  9.080000       0.012231      -0.383445
  9.090000       0.008384      -0.385801
  9.100000       0.004518      -0.387190
  9.110000       0.000643      -0.387610
  9.120000      -0.003231      -0.387061
  9.130000      -0.007095      -0.385546
  9.140000      -0.010939      -0.383069
  9.150000      -0.014753      -0.379639
  9.160000      -0.018528      -0.375264
  9.170000      -0.022255      -0.369957
  9.180000      -0.025924      -0.363731
  9.190000      -0.029527      -0.356603
  9.200000      -0.033054      -0.348593
  9.210000      -0.036496      -0.339719
  9.220000      -0.039845      -0.330006
  9.230000      -0.043093      -0.319479
  9.240000      -0.046232      -0.308163
  9.250000      -0.049254      -0.296088
  9.260000      -0.052151      -0.283283
  9.270000      -0.054917      -0.269782
  9.280000      -0.057545      -0.255618
  9.290000      -0.060028      -0.240826
  9.300000      -0.062359      -0.225442
  9.310000      -0.064535      -0.209506
  9.320000      -0.066548      -0.193057
  9.330000      -0.068394      -0.176134
  9.340000      -0.070069      -0.158781
  9.350000      -0.071568      -0.141039
  9.360000      -0.072889      -0.122952
  9.370000      -0.074027      -0.104564
  9.380000      -0.074979      -0.085921
  9.390000      -0.075744      -0.067067
  9.400000      -0.076320      -0.048050
  9.410000      -0.076705      -0.028916
  9.420000      -0.076898      -0.009711
  9.430000      -0.076899       0.009518
  9.440000      -0.076708       0.028722
  9.450000      -0.076325       0.047853
  9.460000      -0.075751       0.066861
  9.470000      -0.074988       0.085699
  9.480000      -0.074038       0.104317
  9.490000      -0.072903       0.122669
  9.500000      -0.071586       0.140708
  9.510000      -0.070090       0.158387
  9.520000      -0.068419       0.175663
  9.530000      -0.066578       0.192490
  9.540000      -0.064571       0.208826
  9.550000      -0.062403       0.224631
  9.560000      -0.060080       0.239864
  9.570000      -0.057608       0.254486
  9.580000      -0.054993       0.268461
  9.590000      -0.052241       0.281755
  9.600000      -0.049360       0.294333
  9.610000      -0.046357       0.306165
  9.620000      -0.043239       0.317221
  9.630000      -0.040015       0.327474
  9.640000      -0.036693       0.336899
  9.650000      -0.033280       0.345472
  9.660000      -0.029786       0.353174
  9.670000      -0.026219       0.359985
  9.680000      -0.022589       0.365890
  9.690000      -0.018905       0.370874
  9.700000      -0.015175       0.374926
  9.710000      -0.011409       0.378037
  9.720000      -0.007617       0.380200
  9.730000      -0.003809       0.381411
  9.740000       0.000008       0.381668
  9.750000       0.003822       0.380971
  9.760000       0.007624       0.379323
  9.770000       0.011405       0.376729
  9.780000       0.015155       0.373198
  9.790000       0.018866       0.368737
  9.800000       0.022527       0.363361
  9.810000       0.026130       0.357083
  9.820000       0.029666       0.349920
  9.830000       0.033126       0.341889
  9.840000       0.036501       0.333013
  9.850000       0.039783       0.323314
  9.860000       0.042964       0.312817
  9.870000       0.046037       0.301548
  9.880000       0.048993       0.289535
  9.890000       0.051825       0.276810
  9.900000       0.054527       0.263404
  9.910000       0.057091       0.249350
  9.920000       0.059512       0.234684
  9.930000       0.061783       0.219441
  9.940000       0.063899       0.203661
  9.950000       0.065854       0.187381
  9.960000       0.067645       0.170642
  9.970000       0.069266       0.153485
  9.980000       0.070713       0.135952
  9.990000       0.071984       0.118087
 10.000000       0.073074       0.099933
 10.010000       0.073982       0.081535
 10.020000       0.074704       0.062938
 10.030000       0.075240       0.044186
 10.040000       0.075587       0.025327
 10.050000       0.075746       0.006406
 10.060000       0.075716      -0.012530
 10.070000       0.075496      -0.031435
 10.080000       0.075087      -0.050259
 10.090000       0.074491      -0.068955
 10.100000       0.073709      -0.087475
 10.110000       0.072742      -0.105771
 10.120000       0.071594      -0.123797
 10.130000       0.070267      -0.141507
 10.140000       0.068765      -0.158855
 10.150000       0.067092      -0.175799
 10.160000       0.065251      -0.192294
 10.170000       0.063247      -0.208300
 10.180000       0.061086      -0.223775
 10.190000       0.058774      -0.238680
 10.200000       0.056315      -0.252978
 10.210000       0.053716      -0.266634
 10.220000       0.050984      -0.279612
 10.230000       0.048126      -0.291881
 10.240000       0.045149      -0.303410
 10.250000       0.042061      -0.314170
 10.260000       0.038869      -0.324136
 10.270000       0.035581      -0.333281
 10.280000       0.032206      -0.341586
 10.290000       0.028752      -0.349028
 10.300000       0.025228      -0.355591
 10.310000       0.021643      -0.361258
 10.320000       0.018006      -0.366017
 10.330000       0.014326      -0.369856
 10.340000       0.010612      -0.372767
 10.350000       0.006874      -0.374743
 10.360000       0.003120      -0.375781
 10.370000      -0.000639      -0.375879
 10.380000      -0.004394      -0.375039
 10.390000      -0.008137      -0.373262
 10.400000      -0.011856      -0.370555
 10.410000      -0.015545      -0.366925
 10.420000      -0.019192      -0.362382
 10.430000      -0.022789      -0.356939
 10.440000      -0.026328      -0.350611
 10.450000      -0.029798      -0.343413
 10.460000      -0.033193      -0.335364
 10.470000      -0.036503      -0.326486
 10.480000      -0.039720      -0.316801
 10.490000      -0.042836      -0.306333
 10.500000      -0.045844      -0.295110
 10.510000      -0.048736      -0.283160
 10.520000      -0.051505      -0.270512
 10.530000      -0.054144      -0.257198
 10.540000      -0.056647      -0.243253
 10.550000      -0.059007      -0.228709
 10.560000      -0.061219      -0.213604
 10.570000      -0.063278      -0.197975
 10.580000      -0.065177      -0.181861
 10.590000      -0.066913      -0.165301
 10.600000      -0.068482      -0.148336
 10.610000      -0.069879      -0.131008
 10.620000      -0.071101      -0.113360
 10.630000      -0.072145      -0.095434
 10.640000      -0.073009      -0.077274
 10.650000      -0.073690      -0.058926
 10.660000      -0.074187      -0.040434
 10.670000      -0.074498      -0.021843
 10.680000      -0.074624      -0.003199
 10.690000      -0.074562       0.015453
 10.700000      -0.074315       0.034066
 10.710000      -0.073881       0.052591
 10.720000      -0.073263       0.070982
 10.730000      -0.072462       0.089192
 10.740000      -0.071480       0.107174
 10.750000      -0.070320       0.124883
 10.760000      -0.068984       0.142272
 10.770000      -0.067475       0.159299
 10.780000      -0.065799       0.175920
 10.790000      -0.063958       0.192092
 10.800000      -0.061959       0.207775
 10.810000      -0.059805       0.222929
 10.820000      -0.057502       0.237516
 10.830000      -0.055056       0.251499
 10.840000      -0.052474       0.264843
 10.850000      -0.049762       0.277514
 10.860000      -0.046926       0.289482
 10.870000      -0.043975       0.300717
 10.880000      -0.040914       0.311189
 10.890000      -0.037753       0.320875
 10.900000      -0.034500       0.329750
 10.910000      -0.031161       0.337792
 10.920000      -0.027747       0.344982
 10.930000      -0.024265       0.351303
 10.940000      -0.020724       0.356739
 10.950000      -0.017133       0.361279
 10.960000      -0.013501       0.364911
 10.970000      -0.009838       0.367628
 10.980000      -0.006152       0.369423
 10.990000      -0.002452       0.370293
 11.000000       0.001251       0.370238
 11.010000       0.004949       0.369257
 11.020000       0.008633       0.367355
 11.030000       0.012294       0.364538
 11.040000       0.015921       0.360813
 11.050000       0.019507       0.356191
 11.060000       0.023042       0.350683
 11.070000       0.026518       0.344306
 11.080000       0.029925       0.337075
 11.090000       0.033256       0.329009
 11.100000       0.036503       0.320129
 11.110000       0.039656       0.310458
 11.120000       0.042709       0.300020
 11.130000       0.045654       0.288843
 11.140000       0.048484       0.276953
 11.150000       0.051191       0.264381
 11.160000       0.053769       0.251158
 11.170000       0.056212       0.237318
 11.180000       0.058514       0.222895
 11.190000       0.060668       0.207925
 11.200000       0.062670       0.192444
 11.210000       0.064515       0.176491
 11.220000       0.066199       0.160106
 11.230000       0.067716       0.143329
 11.240000       0.069064       0.126200
 11.250000       0.070239       0.108763
 11.260000       0.071239       0.091059
 11.270000       0.072060       0.073133
 11.280000       0.072701       0.055028
 11.290000       0.073160       0.036789
 11.300000       0.073436       0.018459
 11.310000       0.073529       0.000085
 11.320000       0.073438      -0.018290
 11.330000       0.073163      -0.036618
 11.340000       0.072706      -0.054852
 11.350000       0.072067      -0.072946
 11.360000       0.071247      -0.090854
 11.370000       0.070250      -0.108530
 11.380000       0.069078      -0.125929
 11.390000       0.067733      -0.143007
 11.400000       0.066219      -0.159720
 11.410000       0.064540      -0.176026
 11.420000       0.062700      -0.191883
 11.430000       0.060704      -0.207252
 11.440000       0.058557      -0.222093
 11.450000       0.056264      -0.236370
 11.460000       0.053831      -0.250046
 11.470000       0.051265      -0.263087
 11.480000       0.048572      -0.275460
 11.490000       0.045758      -0.287135
 11.500000       0.042831      -0.298082
 11.510000       0.039799      -0.308275
 11.520000       0.036668      -0.317689
 11.530000       0.033448      -0.326300
 11.540000       0.030145      -0.334087
 11.550000       0.026769      -0.341031
 11.560000       0.023327      -0.347117
 11.570000       0.019830      -0.352329
 11.580000       0.016284      -0.356656
 11.590000       0.012699      -0.360087
 11.600000       0.009085      -0.362614
 11.610000       0.005450      -0.364233
 11.620000       0.001803      -0.364941
 11.630000      -0.001846      -0.364736
 11.640000      -0.005488      -0.363620
 11.650000      -0.009115      -0.361596
 11.660000      -0.012717      -0.358672
 11.670000      -0.016285      -0.354855
 11.680000      -0.019811      -0.350156
 11.690000      -0.023286      -0.344586
 11.700000      -0.026700      -0.338162
 11.710000      -0.030046      -0.330899
 11.720000      -0.033315      -0.322817
 11.730000      -0.036500      -0.313936
 11.740000      -0.039592      -0.304279
 11.750000      -0.042583      -0.293871
 11.760000      -0.045467      -0.282738
 11.770000      -0.048235      -0.270907
 11.780000      -0.050882      -0.258410
 11.790000      -0.053401      -0.245277
 11.800000      -0.055786      -0.231540
 11.810000      -0.058030      -0.217234
 11.820000      -0.060129      -0.202395
 11.830000      -0.062077      -0.187060
 11.840000      -0.063869      -0.171265
 11.850000      -0.065500      -0.155050
 11.860000      -0.066968      -0.138456
 11.870000      -0.068268      -0.121523
 11.880000      -0.069398      -0.104291
 11.890000      -0.070353      -0.086805
 11.900000      -0.071133      -0.069107
 11.910000      -0.071735      -0.051239
 11.920000      -0.072157      -0.033246
 11.930000      -0.072400      -0.015171
 11.940000      -0.072461       0.002940
 11.950000      -0.072341       0.021044
 11.960000      -0.072040       0.039094
 11.970000      -0.071559       0.057044
 11.980000      -0.070900       0.074848
 11.990000      -0.070063       0.092462
 12.000000      -0.069051       0.109839
 12.010000      -0.067867       0.126937
 12.020000      -0.066514       0.143710
 12.030000      -0.064994       0.160117
 12.040000      -0.063313       0.176117
 12.050000      -0.061473       0.191667
 12.060000      -0.059481       0.206730
 12.070000      -0.057340       0.221267
 12.080000      -0.055057       0.235242
 12.090000      -0.052638       0.248618
 12.100000      -0.050087       0.261364
 12.110000      -0.047413       0.273447
 12.120000      -0.044621       0.284836
 12.130000      -0.041718       0.295504
 12.140000      -0.038713       0.305425
 12.150000      -0.035612       0.314573
 12.160000      -0.032424       0.322927
 12.170000      -0.029156       0.330466
 12.180000      -0.025818       0.337172
 12.190000      -0.022416       0.343029
 12.200000      -0.018960       0.348023
 12.210000      -0.015458       0.352142
 12.220000      -0.011920       0.355377
 12.230000      -0.008354       0.357721
 12.240000      -0.004769       0.359169
 12.250000      -0.001173       0.359718
 12.260000       0.002423       0.359368
 12.270000       0.006011       0.358120
 12.280000       0.009582       0.355979
 12.290000       0.013128       0.352951
 12.300000       0.016638       0.349045
 12.310000       0.020106       0.344270
 12.320000       0.023521       0.338641
 12.330000       0.026876       0.332171
 12.340000       0.030162       0.324878
 12.350000       0.033370       0.316780
 12.360000       0.036495       0.307899
 12.370000       0.039526       0.298257
 12.380000       0.042457       0.287878
 12.390000       0.045281       0.276788
 12.400000       0.047991       0.265017
 12.410000       0.050579       0.252593
 12.420000       0.053040       0.239546
 12.430000       0.055368       0.225911
 12.440000       0.057557       0.211721
 12.450000       0.059601       0.197010
 12.460000       0.061495       0.181816
 12.470000       0.063236       0.166176
 12.480000       0.064818       0.150128
 12.490000       0.066237       0.133713
 12.500000       0.067491       0.116970
 12.510000       0.068576       0.099940
 12.520000       0.069489       0.082666
 12.530000       0.070228       0.065190
 12.540000       0.070792       0.047554
 12.550000       0.071179       0.029801
 12.560000       0.071388       0.011976
 12.570000       0.071418      -0.005878
 12.580000       0.071270      -0.023718
 12.590000       0.070944      -0.041497
 12.600000       0.070441      -0.059170
 12.610000       0.069761      -0.076692
 12.620000       0.068908      -0.094018
 12.630000       0.067882      -0.111104
 12.640000       0.066686      -0.127907
 12.650000       0.065325      -0.144384
 12.660000       0.063800      -0.160493
 12.670000       0.062116      -0.176194
 12.680000       0.060278      -0.191445
 12.690000       0.058289      -0.206210
 12.700000       0.056155      -0.220450
 12.710000       0.053882      -0.234130
 12.720000       0.051475      -0.247215
 12.730000       0.048940      -0.259673
 12.740000       0.046283      -0.271472
 12.750000       0.043512      -0.282584
 12.760000       0.040634      -0.292980
 12.770000       0.037655      -0.302635
 12.780000       0.034584      -0.311525
 12.790000       0.031427      -0.319629
 12.800000       0.028194      -0.326926
 12.810000       0.024892      -0.333400
 12.820000       0.021529      -0.339034
 12.830000       0.018114      -0.343815
 12.840000       0.014655      -0.347733
 12.850000       0.011162      -0.350778
 12.860000       0.007643      -0.352943
 12.870000       0.004106      -0.354224
 12.880000       0.000561      -0.354619
 12.890000      -0.002983      -0.354128
 12.900000      -0.006518      -0.352752
 12.910000      -0.010035      -0.350497
 12.920000      -0.013526      -0.347369
 12.930000      -0.016980      -0.343376
 12.940000      -0.020390      -0.338529
 12.950000      -0.023748      -0.332841
 12.960000      -0.027044      -0.326328
 12.970000      -0.030272      -0.319006
 12.980000      -0.033422      -0.310893
 12.990000      -0.036487      -0.302012
 13.000000      -0.039459      -0.292384
 13.010000      -0.042332      -0.282034
 13.020000      -0.045098      -0.270988
 13.030000      -0.047750      -0.259275
 13.040000      -0.050281      -0.246922
 13.050000      -0.052686      -0.233962
 13.060000      -0.054959      -0.220426
 13.070000      -0.057093      -0.206348
 13.080000      -0.059084      -0.191763
 13.090000      -0.060927      -0.176708
 13.100000      -0.062617      -0.161219
 13.110000      -0.064150      -0.145335
 13.120000      -0.065522      -0.129094
 13.130000      -0.066730      -0.112537
 13.140000      -0.067772      -0.095705
 13.150000      -0.068644      -0.078638
 13.160000      -0.069344      -0.061378
 13.170000      -0.069871      -0.043969
 13.180000      -0.070223      -0.026451
 13.190000      -0.070400      -0.008869
 13.200000      -0.070400       0.008734
 13.210000      -0.070225       0.026316
 13.220000      -0.069874       0.043830
 13.230000      -0.069349       0.061232
 13.240000      -0.068650       0.078478
 13.250000      -0.067780       0.095524
 13.260000      -0.066740       0.112326
 13.270000      -0.065534       0.128842
 13.280000      -0.064165       0.145030
 13.290000      -0.062635       0.160848
 13.300000      -0.060949       0.176257
 13.310000      -0.059111       0.191217
 13.320000      -0.057126       0.205690
 13.330000      -0.054999       0.219641
 13.340000      -0.052735       0.233034
 13.350000      -0.050341       0.245835
 13.360000      -0.047821       0.258012
 13.370000      -0.045182       0.269536
 13.380000      -0.042432       0.280376
 13.390000      -0.039577       0.290507
 13.400000      -0.036625       0.299904
 13.410000      -0.033582       0.308542
 13.420000      -0.030456       0.316402
 13.430000      -0.027256       0.323464
 13.440000      -0.023990       0.329711
 13.450000      -0.020665       0.335128
 13.460000      -0.017290       0.339703
 13.470000      -0.013874       0.343424
 13.480000      -0.010424       0.346283
 13.490000      -0.006951       0.348275
 13.500000      -0.003462       0.349394
 13.510000       0.000034       0.349639
 13.520000       0.003528       0.349011
 13.530000       0.007011       0.347511
 13.540000       0.010475       0.345145
 13.550000       0.013911       0.341919
 13.560000       0.017311       0.337842
 13.570000       0.020665       0.332925
 13.580000       0.023967       0.327181
 13.590000       0.027206       0.320626
 13.600000       0.030376       0.313275
 13.610000       0.033469       0.305150
 13.620000       0.036477       0.296269
 13.630000       0.039392       0.286656
 13.640000       0.042208       0.276335
 13.650000       0.044917       0.265332
 13.660000       0.047512       0.253675
 13.670000       0.049988       0.241393
 13.680000       0.052338       0.228516
 13.690000       0.054556       0.215078
 13.700000       0.056638       0.201111
 13.710000       0.058577       0.186649
 13.720000       0.060369       0.171730
 13.730000       0.062010       0.156389
 13.740000       0.063496       0.140664
 13.750000       0.064822       0.124594
 13.760000       0.065987       0.108220
 13.770000       0.066986       0.091580
 13.780000       0.067817       0.074715
 13.790000       0.068480       0.057668
 13.800000       0.068970       0.040479
 13.810000       0.069289       0.023192
 13.820000       0.069434       0.005848
 13.830000       0.069406      -0.011511
 13.840000       0.069204      -0.028840
 13.850000       0.068829      -0.046096
 13.860000       0.068282      -0.063234
 13.870000       0.067565      -0.080210
 13.880000       0.066679      -0.096983
 13.890000       0.065626      -0.113507
 13.900000       0.064410      -0.129743
 13.910000       0.063032      -0.145648
 13.920000       0.061498      -0.161182
 13.930000       0.059810      -0.176306
 13.940000       0.057973      -0.190982
 13.950000       0.055992      -0.205171
 13.960000       0.053872      -0.218840
 13.970000       0.051617      -0.231952
 13.980000       0.049235      -0.244476
 13.990000       0.046730      -0.256380
 14.000000       0.044109      -0.267634
 14.010000       0.041379      -0.278211
 14.020000       0.038547      -0.288083
 14.030000       0.035620      -0.297227
 14.040000       0.032605      -0.305621
 14.050000       0.029510      -0.313243
 14.060000       0.026343      -0.320076
 14.070000       0.023111      -0.326102
 14.080000       0.019824      -0.331308
 14.090000       0.016488      -0.335681
 14.100000       0.013113      -0.339211
 14.110000       0.009707      -0.341890
 14.120000       0.006278      -0.343712
 14.130000       0.002835      -0.344674
 14.140000      -0.000613      -0.344773
 14.150000      -0.004057      -0.344011
 14.160000      -0.007490      -0.342391
 14.170000      -0.010902      -0.339917
 14.180000      -0.014286      -0.336596
 14.190000      -0.017631      -0.332437
 14.200000      -0.020932      -0.327452
 14.210000      -0.024178      -0.321654
 14.220000      -0.027362      -0.315059
 14.230000      -0.030476      -0.307682
 14.240000      -0.033513      -0.299543
 14.250000      -0.036465      -0.290663
 14.260000      -0.039324      -0.281065
 14.270000      -0.042084      -0.270773
 14.280000      -0.044737      -0.259812
 14.290000      -0.047278      -0.248211
 14.300000      -0.049699      -0.235998
 14.310000      -0.051996      -0.223205
 14.320000      -0.054162      -0.209862
 14.330000      -0.056191      -0.196003
 14.340000      -0.058080      -0.181662
 14.350000      -0.059823      -0.166876
 14.360000      -0.061416      -0.151680
 14.370000      -0.062855      -0.136111
 14.380000      -0.064137      -0.120209
 14.390000      -0.065259      -0.104013
 14.400000      -0.066217      -0.087561
 14.410000      -0.067009      -0.070895
 14.420000      -0.067634      -0.054055
 14.430000      -0.068090      -0.037083
 14.440000      -0.068375      -0.020020
 14.450000      -0.068490      -0.002908
 14.460000      -0.068434       0.014211
 14.470000      -0.068206       0.031294
 14.480000      -0.067808       0.048297
 14.490000      -0.067240       0.065176
 14.500000      -0.066505       0.081890
 14.510000      -0.065603       0.098395
 14.520000      -0.064538       0.114649
 14.530000      -0.063311       0.130611
 14.540000      -0.061927       0.146240
 14.550000      -0.060388       0.161497
 14.560000      -0.058698       0.176343
 14.570000      -0.056862       0.190740
 14.580000      -0.054885       0.204653
 14.590000      -0.052771       0.218046
 14.600000      -0.050526       0.230885
 14.610000      -0.048155       0.243138
 14.620000      -0.045665       0.254775
 14.630000      -0.043062       0.265767
 14.640000      -0.040352       0.276086
 14.650000      -0.037543       0.285706
 14.660000      -0.034640       0.294604
 14.670000      -0.031653       0.302759
 14.680000      -0.028588       0.310150
 14.690000      -0.025453       0.316759
 14.700000      -0.022255       0.322570
 14.710000      -0.019004       0.327570
 14.720000      -0.015707       0.331746
 14.730000      -0.012372       0.335090
 14.740000      -0.009008       0.337593
 14.750000      -0.005623       0.339251
 14.760000      -0.002225       0.340059
 14.770000       0.001176       0.340016
 14.780000       0.004572       0.339125
 14.790000       0.007955       0.337387
 14.800000       0.011317       0.334808
 14.810000       0.014649       0.331395
 14.820000       0.017942       0.327157
 14.830000       0.021189       0.322107
 14.840000       0.024382       0.316256
 14.850000       0.027512       0.309621
 14.860000       0.030571       0.302219
 14.870000       0.033553       0.294068
 14.880000       0.036450       0.285190
 14.890000       0.039255       0.275607
 14.900000       0.041960       0.265343
 14.910000       0.044560       0.254424
 14.920000       0.047047       0.242878
 14.930000       0.049415       0.230734
 14.940000       0.051659       0.218022
 14.950000       0.053774       0.204773
 14.960000       0.055753       0.191020
 14.970000       0.057593       0.176798
 14.980000       0.059288       0.162142
 14.990000       0.060834       0.147088
 15.000000       0.062228       0.131672
 15.010000       0.063467       0.115934
 15.020000       0.064546       0.099912
 15.030000       0.065464       0.083644
 15.040000       0.066218       0.067172
 15.050000       0.066807       0.050535
 15.060000       0.067228       0.033775
 15.070000       0.067482       0.016931
 15.080000       0.067567       0.000047
 15.090000       0.067483      -0.016838
 15.100000       0.067230      -0.033680
 15.110000       0.066810      -0.050435
 15.120000       0.066222      -0.067063
 15.130000       0.065469      -0.083519
 15.140000       0.064552      -0.099762
 15.150000       0.063475      -0.115752
 15.160000       0.062238      -0.131446
 15.170000       0.060847      -0.146806
 15.180000       0.059303      -0.161792
 15.190000       0.057612      -0.176367
 15.200000       0.055778      -0.190493
 15.210000       0.053804      -0.204135
 15.220000       0.051697      -0.217259
 15.230000       0.049461      -0.229831
 15.240000       0.047102      -0.241820
 15.250000       0.044626      -0.253197
 15.260000       0.042040      -0.263932
 15.270000       0.039350      -0.273999
 15.280000       0.036563      -0.283374
 15.290000       0.033685      -0.292032
 15.300000       0.030724      -0.299953
 15.310000       0.027688      -0.307118
 15.320000       0.024585      -0.313509
 15.330000       0.021421      -0.319111
 15.340000       0.018205      -0.323910
 15.350000       0.014945      -0.327895
 15.360000       0.011650      -0.331057
 15.370000       0.008327      -0.333389
 15.380000       0.004985      -0.334886
 15.390000       0.001632      -0.335545
 15.400000      -0.001723      -0.335364
 15.410000      -0.005072      -0.334347
 15.420000      -0.008407      -0.332494
 15.430000      -0.011720      -0.329813
 15.440000      -0.015001      -0.326311
 15.450000      -0.018243      -0.321997
 15.460000      -0.021438      -0.316883
 15.470000      -0.024578      -0.310981
 15.480000      -0.027655      -0.304309
 15.490000      -0.030662      -0.296882
 15.500000      -0.033590      -0.288720
 15.510000      -0.036434      -0.279844
 15.520000      -0.039185      -0.270276
 15.530000      -0.041837      -0.260041
 15.540000      -0.044384      -0.249164
 15.550000      -0.046818      -0.237672
 15.560000      -0.049135      -0.225595
 15.570000      -0.051328      -0.212962
 15.580000      -0.053393      -0.199805
 15.590000      -0.055323      -0.186157
 15.600000      -0.057114      -0.172051
 15.610000      -0.058762      -0.157523
 15.620000      -0.060263      -0.142608
 15.630000      -0.061613      -0.127342
 15.640000      -0.062809      -0.111765
 15.650000      -0.063848      -0.095913
 15.660000      -0.064727      -0.079826
 15.670000      -0.065444      -0.063544
 15.680000      -0.065997      -0.047106
 15.690000      -0.066385      -0.030552
 15.700000      -0.066608      -0.013924
 15.710000      -0.066664       0.002739
 15.720000      -0.066553       0.019394
 15.730000      -0.066276       0.036000
 15.740000      -0.065833       0.052514
 15.750000      -0.065226       0.068894
 15.760000      -0.064456       0.085099
 15.770000      -0.063525       0.101087
 15.780000      -0.062435       0.116818
 15.790000      -0.061190       0.132251
 15.800000      -0.059791       0.147347
 15.810000      -0.058244       0.162069
 15.820000      -0.056551       0.176378
 15.830000      -0.054718       0.190239
 15.840000      -0.052748       0.203617
 15.850000      -0.050647       0.216478
 15.860000      -0.048420       0.228789
 15.870000      -0.046073       0.240521
 15.880000      -0.043612       0.251643
 15.890000      -0.041043       0.262128
 15.900000      -0.038372       0.271950
 15.910000      -0.035606       0.281084
 15.920000      -0.032752       0.289509
 15.930000      -0.029818       0.297202
 15.940000      -0.026811       0.304147
 15.950000      -0.023738       0.310325
 15.960000      -0.020607       0.315722
 15.970000      -0.017426       0.320326
 15.980000      -0.014203       0.324124
 15.990000      -0.010946       0.327109
 16.000000      -0.007664       0.329274
 16.010000      -0.004364       0.330615
 16.020000      -0.001054       0.331128
 16.030000       0.002256       0.330813
 16.040000       0.005559       0.329672
 16.050000       0.008847       0.327709
 16.060000       0.012111       0.324929
 16.070000       0.015343       0.321340
 16.080000       0.018535       0.316951
 16.090000       0.021679       0.311775
 16.100000       0.024768       0.305825
 16.110000       0.027793       0.299116
 16.120000       0.030748       0.291666
 16.130000       0.033624       0.283494
 16.140000       0.036415       0.274620
 16.150000       0.039114       0.265068
 16.160000       0.041714       0.254860
 16.170000       0.044209       0.244024
 16.180000       0.046593       0.232586
 16.190000       0.048859       0.220575
 16.200000       0.051003       0.208021
 16.210000       0.053018       0.194955
 16.220000       0.054900       0.181409
 16.230000       0.056645       0.167417
 16.240000       0.058247       0.153014
 16.250000       0.059704       0.138236
 16.260000       0.061011       0.123118
 16.270000       0.062165       0.107697
 16.280000       0.063164       0.092013
 16.290000       0.064004       0.076103
 16.300000       0.064685       0.060007
 16.310000       0.065204       0.043763
 16.320000       0.065560       0.027412
 16.330000       0.065752       0.010994
 16.340000       0.065780      -0.005451
 16.350000       0.065643      -0.021882
 16.360000       0.065342      -0.038257
 16.370000       0.064878      -0.054535
 16.380000       0.064252      -0.070674
 16.390000       0.063465      -0.086632
 16.400000       0.062520      -0.102370
 16.410000       0.061419      -0.117848
 16.420000       0.060164      -0.133025
 16.430000       0.058760      -0.147864
